S.No,Order Number,DSN,Serial Number,VIN,CIW Serial No,Variant,Description,Model,Work Content,Region,Status,Skip/hold reason,Outlook,Line in sequence,Production Date,Line in time,Release sequence,Vehicle Order State,Hold Status,Engine status,Transmission status,A4003220479,Axle status,Frame status,Country,CIW Start Time,Vehicle Start Time,Frame Load Time,Engine Order No,Engine Part No,Engine Description,Engine Order State,Engine Start Time,Transmission Order No,Transmission Part No,Transmission Description,Transmission Order State,Transmission Start Time,Frame Order No,Frame Part No,Frame Description,Frame Order State,Frame Start Time,CIW Order,CIW Part,CIW Desc,Paint Order,Paint Part,Paint Desc,Podest Order,Podest Part,Podest Desc,Podest State,Podest Start Time,BB Order Number,BB Part Number,SFC Order Number,SFC Part Number
1,1200310380,100172820.0,MEC841KBXX0177976,MEC841KBDTP201758,TDRDD26288163,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 06.23.55.000 PM,30-APR-26 01.00.55.000 PM,30-APR-26 07.58.31.000 PM,51317653.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,27-APR-26 10.51.52.000 AM,600134044,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 08.10.22.000 AM,,,,,,54232561.0,C40087910013001C00,THUNDERBOLT-DAY,51317953.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
2,1010137030,100172821.0,MEC905MCXX0177977,MEC905MCDTP201759,TSRDD26288104,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 09.07.50.000 AM,30-APR-26 01.11.40.000 PM,30-APR-26 08.08.23.000 PM,,,,,,600133674,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,CLOSED,30-APR-26 08.14.40.000 AM,,,,,,54232772.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318355.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
3,1010137332,100172822.0,MEC862FCXX0177978,MEC862FCDTP201760,TSRDD26288161,V400862220Z500102,5528TS HT 4x2 3600 E6.1 SLC CHS RT HDPAW,5528TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 05.33.20.000 PM,30-APR-26 01.24.18.000 PM,30-APR-26 08.16.47.000 PM,51317770.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,CLOSED,27-APR-26 11.05.35.000 AM,600134103,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,CLOSED,30-APR-26 08.22.02.000 AM,,,,,,54231995.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51316997.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
4,1200310392,100172823.0,MEC954HBXX0177979,MEC954HBDTP201761,TDRDD26288155,V400954231N4VG203,3532CM8X45175E6.1DYC19.5SCHDAMTRGMTHDPYW,3532CM,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,Covered,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 04.14.01.000 PM,30-APR-26 01.37.12.000 PM,30-APR-26 08.30.05.000 PM,51317629.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,BOOKED,27-APR-26 11.15.01.000 AM,80001194929,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,BOOKED,30-APR-26 02.36.19.000 PM,,,,,,54232389.0,C40087910013001C00,THUNDERBOLT-DAY,51317648.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
5,1010137611,100172824.0,MEC862HCXX0177980,MEC862HCDTP201764,TSRDD26288143,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 02.27.24.000 PM,30-APR-26 01.52.24.000 PM,30-APR-26 08.41.42.000 PM,51318332.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,27-APR-26 11.21.44.000 AM,600134419,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 08.26.59.000 AM,,,,,,54231378.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51315869.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
6,1200310381,100172825.0,MEC841KBXX0177981,MEC841KBDTP201765,TDRDD26288124,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 11.35.48.000 AM,30-APR-26 01.56.59.000 PM,30-APR-26 08.53.22.000 PM,51317651.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,27-APR-26 11.30.11.000 AM,600134043,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 08.32.03.000 AM,,,,,,54232397.0,C40087910013001C00,THUNDERBOLT-DAY,51317664.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
7,1200310407,100172759.0,MEC368EEXX0177982,MEC368EEDTP201766,TDRDD26288078,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,Order is in Download Queue,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,25-APR-26 10.28.49.000 PM,30-APR-26 02.13.10.000 PM,30-APR-26 08.59.14.000 PM,51317878.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,CLOSED,25-APR-26 06.17.18.000 PM,600134166,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,CLOSED,28-APR-26 03.46.41.000 PM,,,,,,,,,,,,1010137388.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,BOOKED,27-APR-26 03.55.37.714 PM,,,,
8,1010137612,100172828.0,MEC862HCXX0177984,MEC862HCDTP201768,TSRDD26288129,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 12.48.24.000 AM,30-APR-26 02.28.44.000 PM,30-APR-26 09.41.49.000 PM,51318330.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,27-APR-26 11.58.02.000 AM,600134418,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 08.40.36.000 AM,,,,,,54232765.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318341.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
9,1010137482,100172829.0,MEC842FBXX0177985,MEC842FBDTP201769,TDRDD26288159,V400842221O140102,2828C 6X4 4575 E6.1 DYC CHS RT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 04.42.29.000 PM,30-APR-26 02.45.29.000 PM,30-APR-26 09.51.44.000 PM,51318569.0,E92695600960001,Engine 210KW OBD2 BS6 SAE1 RMC PTO,BOOKED,27-APR-26 12.39.17.000 PM,600134561,T40072300040001,G131 4928T  SAE1 Non RSI 180 Flange,CLOSED,30-APR-26 10.30.31.000 AM,,,,,,54233357.0,C40087910013001C00,THUNDERBOLT-DAY,51318568.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
10,1010137613,100172830.0,MEC862HCXX0177986,MEC862HCDTP201770,TSRDD26288180,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 11.22.24.000 PM,30-APR-26 03.03.21.000 PM,30-APR-26 10.11.16.000 PM,51318328.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,27-APR-26 12.45.40.000 PM,600134417,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 10.34.47.000 AM,,,,,,54232750.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318311.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
11,1010137031,100172831.0,MEC905MCXX0177987,MEC905MCDTP201771,TSRDD26288173,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 08.55.23.000 PM,30-APR-26 03.22.41.000 PM,30-APR-26 10.21.58.000 PM,,,,,,600133673,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,BOOKED,30-APR-26 10.38.18.000 AM,,,,,,54232753.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318317.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
12,1200310449,100172832.0,MEC842FBXX0177988,MEC842FBDTP201772,TDRDD26288074,V400842231O0FL103,2828C 6X4 4575 E6.1 DYC 18BXHY RGRTHDPYW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,25-APR-26 08.58.23.000 PM,30-APR-26 03.33.55.000 PM,30-APR-26 10.32.43.000 PM,51317954.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,CLOSED,27-APR-26 12.57.00.000 PM,600134246,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 10.41.38.000 AM,,,,,,54232251.0,C40087910013001C00,THUNDERBOLT-DAY,51317422.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
13,1010137614,100172833.0,MEC862HCXX0177989,MEC862HCDTP201773,TSRDD26288175,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 09.20.55.000 PM,30-APR-26 03.38.07.000 PM,30-APR-26 10.43.08.000 PM,51318326.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,27-APR-26 01.06.49.000 PM,600134416,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 10.46.30.000 AM,,,,,,54232751.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318313.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
14,1200310383,100172834.0,MEC841KBXX0177990,MEC841KBDTP201774,TDRDD26288069,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,25-APR-26 07.59.06.000 PM,30-APR-26 03.47.38.000 PM,30-APR-26 10.53.31.000 PM,51317647.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,27-APR-26 01.34.25.000 PM,600134041,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 10.54.33.000 AM,,,,,,54232252.0,C40087910013001C00,THUNDERBOLT-DAY,51317424.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
15,1010137615,100172835.0,MEC862HCXX0177991,MEC862HCDTP201775,TSRDD26288185,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 12.53.50.000 AM,30-APR-26 03.57.45.000 PM,30-APR-26 11.08.15.000 PM,51318324.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,27-APR-26 01.38.44.000 PM,600134415,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 11.06.01.000 AM,,,,,,54232748.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318307.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
16,1200310384,100172836.0,MEC841KBXX0177992,MEC841KBDTP201776,TDRDD26288125,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 11.41.05.000 AM,30-APR-26 04.05.32.000 PM,30-APR-26 11.16.49.000 PM,51317645.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,27-APR-26 01.44.39.000 PM,600134040,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 10.59.46.000 AM,,,,,,54232396.0,C40087910013001C00,THUNDERBOLT-DAY,51317662.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
17,1200310408,100172772.0,MEC368EEXX0177993,MEC368EEDTP201777,TDRDD26288099,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,Order is in Download Queue,Consumed,Consumed,,,WIP,$$$$$$$$$$$$$$$,27-APR-26 08.32.15.000 AM,30-APR-26 04.08.28.000 PM,30-APR-26 11.27.11.000 PM,51317877.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,CLOSED,25-APR-26 08.40.31.000 PM,600134165,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,CLOSED,28-APR-26 04.01.37.000 PM,,,,,,,,,,,,1010137387.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,BOOKED,28-APR-26 07.41.21.073 AM,,,,
18,1200310387,100172838.0,MEC841KBXX0177994,MEC841KBDTP201778,TDRDD26288133,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 01.16.53.000 PM,30-APR-26 04.24.43.000 PM,30-APR-26 11.35.04.000 PM,51317639.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,27-APR-26 02.05.22.000 PM,600134037,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 11.08.37.000 AM,,,,,,54232395.0,C40087910013001C00,THUNDERBOLT-DAY,51317660.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
19,1010137616,100172839.0,MEC862HCXX0177995,MEC862HCDTP201779,TSRDD26288184,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 12.21.55.000 AM,30-APR-26 04.45.11.000 PM,30-APR-26 11.44.22.000 PM,51318322.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,27-APR-26 02.16.06.000 PM,600134414,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 11.54.09.000 AM,,,,,,54232749.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318309.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
20,1200310385,100172840.0,MEC841KBXX0177996,MEC841KBDTP201780,TDRDD26288170,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 08.11.55.000 PM,30-APR-26 04.48.59.000 PM,30-APR-26 11.54.33.000 PM,51317643.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,27-APR-26 02.22.27.000 PM,600134039,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 12.02.33.000 PM,,,,,,54232386.0,C40087910013001C00,THUNDERBOLT-DAY,51317642.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
21,1010137617,100172841.0,MEC862HCXX0177997,MEC862HCDTP201781,TSRDD26288090,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,27-APR-26 07.28.56.000 AM,30-APR-26 05.08.06.000 PM,01-MAY-26 12.05.33.000 AM,51318320.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,27-APR-26 02.34.24.000 PM,600134413,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,30-APR-26 12.06.45.000 PM,,,,,,54232776.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318363.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
22,1010137155,100172842.0,MEC987FCXX0177998,MEC987FCDTP201782,TSRDD26288204,V400987220O0A0802,4828RT10X46575E6.1SLCCHS11RTHDPRHCGPTOAW,4828RT,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 08.41.01.000 AM,30-APR-26 05.11.10.000 PM,01-MAY-26 12.26.20.000 AM,51317284.0,E92695601380001,Engine 210KW OBD2 BS6 SAE-1,BOOKED,27-APR-26 03.19.57.000 PM,600133828,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,BOOKED,30-APR-26 12.09.47.000 PM,,,,,,54232744.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318299.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
23,1010137618,100172843.0,MEC862HCXX0177999,MEC862HCDTP201784,TSRDD26288198,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 07.56.29.000 AM,30-APR-26 05.24.23.000 PM,01-MAY-26 12.34.49.000 AM,51318318.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,27-APR-26 03.27.01.000 PM,600134412,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,30-APR-26 01.10.12.000 PM,,,,,,54232745.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318301.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
24,1010137619,100172844.0,MEC862HCXX0178000,MEC862HCDTP201786,TSRDD26288203,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 08.35.36.000 AM,30-APR-26 05.54.20.000 PM,01-MAY-26 12.44.58.000 AM,51318316.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,27-APR-26 03.46.27.000 PM,600134411,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,30-APR-26 01.14.45.000 PM,,,,,,54232852.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318503.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
25,1010137620,100172845.0,MEC862HCXX0178001,MEC862HCDTP201787,TSRDD26288209,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 09.23.35.000 AM,30-APR-26 06.41.06.000 PM,01-MAY-26 12.55.54.000 AM,51318314.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,27-APR-26 03.56.09.000 PM,600134410,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,30-APR-26 01.26.58.000 PM,,,,,,54232742.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318295.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
26,1200310386,100172846.0,MEC841KBXX0178002,MEC841KBDTP201788,TDRDD26288183,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 12.05.46.000 AM,30-APR-26 07.13.07.000 PM,01-MAY-26 01.04.00.000 AM,51317641.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,27-APR-26 04.18.26.000 PM,600134038,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,BOOKED,30-APR-26 01.36.07.000 PM,,,,,,54232382.0,C40087910013001C00,THUNDERBOLT-DAY,51317634.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
27,1010137088,100172848.0,MEC842FBXX0178003,MEC842FBDTP201789,TDRDD26288188,V400842221O140102,2828C 6X4 4575 E6.1 DYC CHS RT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.23.04.000 AM,30-APR-26 07.26.42.000 PM,01-MAY-26 01.16.57.000 AM,51316919.0,E92695600960001,Engine 210KW OBD2 BS6 SAE1 RMC PTO,BOOKED,27-APR-26 05.11.10.000 PM,600133631,T40072300040001,G131 4928T  SAE1 Non RSI 180 Flange,BOOKED,30-APR-26 01.39.19.000 PM,,,,,,54232848.0,C40087910013001C00,THUNDERBOLT-DAY,51318499.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
28,1200310393,100172849.0,MEC954HBXX0178004,MEC954HBDTP201790,TDRDD26288186,V400954231N4VG203,3532CM8X45175E6.1DYC19.5SCHDAMTRGMTHDPYW,3532CM,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,Covered,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.04.32.000 AM,30-APR-26 07.37.35.000 PM,01-MAY-26 01.26.23.000 AM,51317627.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,BOOKED,27-APR-26 05.34.18.000 PM,80001194928,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,CLOSED,30-APR-26 04.10.53.000 PM,,,,,,54232381.0,C40087910013001C00,THUNDERBOLT-DAY,51317632.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
29,1200310388,100172850.0,MEC841KBXX0178005,MEC841KBDTP201791,TDRDD26288187,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 01.12.16.000 AM,30-APR-26 07.43.02.000 PM,01-MAY-26 01.40.48.000 AM,51317637.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,27-APR-26 05.52.24.000 PM,600134036,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,BOOKED,30-APR-26 01.45.35.000 PM,,,,,,54232876.0,C40087910013001C00,THUNDERBOLT-DAY,51318540.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
30,1010137621,100172851.0,MEC862HCXX0178006,MEC862HCDTP201792,TSRDD26288211,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 09.34.34.000 AM,30-APR-26 07.54.22.000 PM,01-MAY-26 01.50.49.000 AM,51318312.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,27-APR-26 06.25.15.000 PM,600134409,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,30-APR-26 01.48.30.000 PM,,,,,,54232741.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318293.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
31,1010137333,100172852.0,MEC862FCXX0178007,MEC862FCDTP201793,TSRDD26288231,V400862220Z500102,5528TS HT 4x2 3600 E6.1 SLC CHS RT HDPAW,5528TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 12.31.29.000 AM,30-APR-26 08.37.55.000 PM,01-MAY-26 01.59.19.000 AM,51317768.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,CLOSED,27-APR-26 06.38.59.000 PM,600134102,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,BOOKED,30-APR-26 02.11.06.000 PM,,,,,,54232738.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318287.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
32,1010137032,100172853.0,MEC905MCXX0178008,MEC905MCDTP201794,TSRDD26288234,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Retrieved,,,To Be Prod,$$$$$$$$$$$$$$$,28-APR-26 12.55.55.000 AM,30-APR-26 08.50.20.000 PM,01-MAY-26 02.07.42.000 AM,,,,,,600133672,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,CLOSED,30-APR-26 02.20.06.000 PM,,,,,,54232461.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317785.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
33,1200310389,100172854.0,MEC841KBXX0178009,MEC841KBDTP201795,TDRDD26288214,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Retrieval Trigger Received,Retrieved,,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 09.51.38.000 AM,30-APR-26 09.00.45.000 PM,01-MAY-26 02.18.56.000 AM,51317635.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,27-APR-26 06.48.38.000 PM,600134035,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,BOOKED,30-APR-26 02.24.15.000 PM,,,,,,54232690.0,C40087910013001C00,THUNDERBOLT-DAY,51318191.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
