S.No,Order Number,DSN,Serial Number,VIN,CIW Serial No,Variant,Description,Model,Work Content,Region,Status,Skip/hold reason,Outlook,Line in sequence,Production Date,Line in time,Release sequence,Vehicle Order State,Hold Status,Engine status,Transmission status,A4003220479,Frame status,Country,CIW Start Time,Vehicle Start Time,Frame Load Time,Engine Order No,Engine Part No,Engine Description,Engine Order State,Engine Start Time,Transmission Order No,Transmission Part No,Transmission Description,Transmission Order State,Transmission Start Time,Frame Order No,Frame Part No,Frame Description,Frame Order State,Frame Start Time,CIW Order,CIW Part,CIW Desc,Paint Order,Paint Part,Paint Desc,Podest Order,Podest Part,Podest Desc,Podest State,Podest Start Time,BB Order Number,BB Part Number,SFC Order Number,SFC Part Number
81,1010137954,100172943.0,,,TSRDD26288334,V400862220X5U0502,5532TSHT4X2 3600E6.1SLCCHSAMT TTRLHDP AW,5532TS,LWC,Domestic,PBS,Part shortage - A4015405110 ,,49.0,2026-05-05,3:54 PM,,HOLD,Order is in Hold State,FG,Released,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 02.46.31.000 PM,,,51319298.0,E92695601550001,Engine 320HP BS6 SAE 1 AMT FE TT,BOOKED,28-APR-26 06.29.03.000 PM,80001194983,T40072900020001,AMTCC 12 GEAR G211 SAE1 - Non PTO,RELEASED,,,,,,,54232718.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318247.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
82,1010137956,100172946.0,,,TSRDD26288263,V400862220X5U0502,5532TSHT4X2 3600E6.1SLCCHSAMT TTRLHDP AW,5532TS,LWC,Domestic,PBS,Part shortage - A4015405110 ,,50.0,2026-05-05,4:04 PM,,HOLD,Order is in Hold State,FG,Released,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 04.26.43.000 PM,,,51319294.0,E92695601550001,Engine 320HP BS6 SAE 1 AMT FE TT,BOOKED,28-APR-26 07.12.38.000 PM,80001194981,T40072900020001,AMTCC 12 GEAR G211 SAE1 - Non PTO,RELEASED,,,,,,,54232732.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318275.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
83,1010137955,100172950.0,,,TSRDD26288292,V400862220X5U0502,5532TSHT4X2 3600E6.1SLCCHSAMT TTRLHDP AW,5532TS,LWC,Domestic,PBS,Part shortage - A4015405110 ,,51.0,2026-05-05,4:14 PM,,HOLD,Order is in Hold State,FG,Released,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 12.31.16.000 AM,,,51319296.0,E92695601550001,Engine 320HP BS6 SAE 1 AMT FE TT,BOOKED,28-APR-26 07.30.41.000 PM,80001194982,T40072900020001,AMTCC 12 GEAR G211 SAE1 - Non PTO,RELEASED,,,,,,,54233315.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319297.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
84,1010137953,100172954.0,,,TSRDD26288354,V400862220X5U0502,5532TSHT4X2 3600E6.1SLCCHSAMT TTRLHDP AW,5532TS,LWC,Domestic,PBS,Part shortage - A4015405110 ,,52.0,2026-05-05,4:24 PM,,HOLD,Order is in Hold State,FG,Released,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 06.16.09.000 PM,,,51319300.0,E92695601550001,Engine 320HP BS6 SAE 1 AMT FE TT,BOOKED,28-APR-26 08.05.10.000 PM,80001194984,T40072900020001,AMTCC 12 GEAR G211 SAE1 - Non PTO,RELEASED,,,,,,,54232714.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318239.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
85,1010137506,100172955.0,,,TSRDD26288277,V400812220T200302,2826R 6X2 5175 E6.1 SLC CHS TTAP HDP AW,2826R,LWC,Domestic,PBS,Unavailability of Transmission,,53.0,2026-05-05,4:34 PM,,HOLD,Order is in Hold State,Rapid Prime,Created,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 08.40.26.000 PM,,,,,,,,600134523,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,CREATED,,,,,,,54232729.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318269.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
86,1200310414,100172956.0,,,TSRDD26288277,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,PBS,Unavailability of Transmission,,54.0,2026-05-05,4:45 PM,,HOLD,Order is in Hold State,FG,Created,,WIP,$$$$$$$$$$$$$$$,28-APR-26 08.40.26.000 PM,,,51317871.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,BOOKED,28-APR-26 08.15.36.000 PM,600134159,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,CREATED,,,,,,,,,,,,,1010137381.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,BOOKED,30-APR-26 08.58.18.868 AM,,,,
87,1010137496,100172959.0,,,TSRDD26288283,V400816220T230302,2826R 6X2 6375 E6.1SLC CHS TTAPHDPHCG AW,2826R,LWC,Domestic,PBS,Unavailability of Transmission,,55.0,2026-05-05,4:55 PM,,HOLD,Order is in Hold State,Rapid Prime,Created,,COVERED,$$$$$$$$$$$$$$$,28-APR-26 10.43.46.000 PM,,,,,,,,600134533,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,CREATED,,,,,,,54232727.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318265.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
88,1200310361,100172965.0,,,TDRDD26288353,V400992231N4F7203,2832CM 6X4 4275E6.1 DYC 16SCHD MTHDPRGYW,2832CM,HWC,Domestic,PBS,,,56.0,2026-05-05,5:05 PM,1.0,CREATED,,FG,FG,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 06.12.55.000 PM,,,51317691.0,E92695601490001,Engine 320HP BS6 SAE -1,BOOKED,29-APR-26 05.24.37.000 PM,600134063,T40072300230001,G131 5032T SAE1 180 Sliding PTO DANA RSI,RELEASED,,,,,,,54232634.0,C40087910013001C00,THUNDERBOLT-DAY,51318079.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
89,1010137538,100172966.0,,,TSRDD26288276,V400862220Z500102,5528TS HT 4x2 3600 E6.1 SLC CHS RT HDPAW,5528TS,LWC,Domestic,PBS,,,57.0,2026-05-05,5:15 PM,2.0,CREATED,,FG,Rollout Buffer,,WIP,$$$$$$$$$$$$$$$,28-APR-26 08.26.05.000 PM,,,51318474.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,BOOKED,29-APR-26 05.33.43.000 PM,600134492,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,CLOSED,04-MAY-26 10.43.46.000 AM,,,,,,54232872.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318536.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
90,1010137500,100172967.0,,,TSRDD26288308,V400812220T200102,2826R 6X2 5175 E6.1 SLC CHS RT HDP AW,2826R,LWC,Domestic,PBS,,,58.0,2026-05-05,5:25 PM,3.0,CREATED,,Rapid Prime,Created,,COVERED,$$$$$$$$$$$$$$$,29-APR-26 08.29.00.000 AM,,,,,,,,600134529,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,CREATED,,,,,,,54232864.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318525.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
91,1200310415,100172968.0,,,TSRDD26288308,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,PBS,,,59.0,2026-05-05,5:35 PM,4.0,CREATED,,FG,FG,,WIP,$$$$$$$$$$$$$$$,29-APR-26 08.29.00.000 AM,,,51317870.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,BOOKED,29-APR-26 05.42.45.000 PM,600134158,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,CREATED,,,,,,,,,,,,,1010137380.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,BOOKED,30-APR-26 09.57.17.929 AM,,,,
92,1200310516,100172969.0,,,TDRDD26288304,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,PBS,,,60.0,2026-05-05,5:45 PM,5.0,CREATED,,FG,Rollout Buffer,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 08.00.21.000 AM,,,51318084.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,29-APR-26 06.04.59.000 PM,600134295,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,30-APR-26 01.41.52.000 PM,,,,,,54232605.0,C40087910013001C00,THUNDERBOLT-DAY,51318021.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
93,1010137525,100172970.0,,,TDRDD26288415,V400826222T230102,3526R 8X2 6375 E6.1 CSC CHS RT HDP HCGAW,3526R,HWC,Domestic,PBS,,,61.0,2026-05-05,5:55 PM,6.0,CREATED,,Rapid Prime,Created,,COVERED,$$$$$$$$$$$$$$$,30-APR-26 01.37.07.000 PM,,,,,,,,600134505,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,CREATED,,,,,,,54233084.0,C40087910013001C00,THUNDERBOLT-DAY,51318851.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
94,1010137653,100172971.0,,,TSRDD26288340,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,62.0,2026-05-05,6:05 PM,7.0,CREATED,,FG,Main Line,,WIP,$$$$$$$$$$$$$$$,29-APR-26 03.41.11.000 PM,,,51318248.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,29-APR-26 06.19.50.000 PM,600134377,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,,,,,,,54232717.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318245.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
95,1200310360,100172972.0,,,TDRDD26288271,V400992231N4F7203,2832CM 6X4 4275E6.1 DYC 16SCHD MTHDPRGYW,2832CM,HWC,Domestic,PBS,,,63.0,2026-05-05,6:15 PM,8.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,28-APR-26 06.40.19.000 PM,,,51317693.0,E92695601490001,Engine 320HP BS6 SAE -1,BOOKED,29-APR-26 06.32.58.000 PM,600134064,T40072300230001,G131 5032T SAE1 180 Sliding PTO DANA RSI,BOOKED,04-MAY-26 11.33.06.000 AM,,,,,,54232560.0,C40087910013001C00,THUNDERBOLT-DAY,51317951.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
96,1010137536,100172973.0,,,TSRDD26288313,V400862220Z500132,4628T HT 4X2 3600 E6.1 SLC CHS RT HDP AW,4628T,LWC,Domestic,PBS,,,64.0,2026-05-05,6:25 PM,9.0,CREATED,,FG,Released,,WIP,$$$$$$$$$$$$$$$,29-APR-26 12.26.41.000 AM,,,51318478.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,BOOKED,29-APR-26 07.22.59.000 PM,600134494,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,BOOKED,04-MAY-26 11.48.11.000 AM,,,,,,54232874.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318538.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
97,1200310463,100172974.0,,,TDRDD26288338,V400841231O3F7203,2828CH 6X4 4275E6.1 DYC16SCHD RGMTHDP YW,2828C,LWC,Domestic,PaintZone-1,,,65.0,2026-05-05,6:42 PM,10.0,CREATED,,Paint Area,Created,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 03.27.01.000 PM,,,51318190.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,CLOSED,29-APR-26 07.32.20.000 PM,600134348,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 10.32.17.000 AM,,,,,,54232689.0,C40087910013001C00,THUNDERBOLT-DAY,51318189.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
98,1010137654,100172975.0,,,TSRDD26288352,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,66.0,2026-05-05,6:52 PM,11.0,CREATED,,FG,Main Line,,WIP,$$$$$$$$$$$$$$$,29-APR-26 05.56.33.000 PM,,,51318246.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,29-APR-26 07.54.18.000 PM,600134376,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,04-MAY-26 03.35.03.000 PM,,,,,,54232713.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318237.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
99,1200310517,100172976.0,,,TDRDD26288341,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,PBS,,,67.0,2026-05-05,7:02 PM,12.0,CREATED,,FG,Rollout Buffer,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 03.53.25.000 PM,,,51318082.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,29-APR-26 08.18.44.000 PM,600134294,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 02.19.15.000 PM,,,,,,54232635.0,C40087910013001C00,THUNDERBOLT-DAY,51318081.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
100,1010137655,100172977.0,,,TSRDD26288377,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,68.0,2026-05-05,7:12 PM,13.0,CREATED,,FG,Released,,WIP,$$$$$$$$$$$$$$$,30-APR-26 08.06.10.000 AM,,,51318244.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,29-APR-26 08.37.00.000 PM,600134375,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,04-MAY-26 03.41.31.000 PM,,,,,,54232841.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318489.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
101,1200310548,100172978.0,,,TDRDD26288274,V400954231N4VG203,3532CM8X45175E6.1DYC19.5SCHDAMTRGMTHDPYW,3532CM,HWC,Domestic,PBS,,,69.0,2026-05-05,7:22 PM,14.0,CREATED,,FG,Released,⚠️ SHORTAGE,Part Shortage,$$$$$$$$$$$$$$$,28-APR-26 07.20.49.000 PM,,,51318020.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,STARTED,29-APR-26 08.47.24.000 PM,80001194971,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RELEASED,,,,,,,54232643.0,C40087910013001C00,THUNDERBOLT-DAY,51318097.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
102,1010137659,100172979.0,,,TSRDD26288349,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PaintZone-1,,,70.0,2026-05-05,7:32 PM,15.0,CREATED,,FG,Created,,WIP,$$$$$$$$$$$$$$$,29-APR-26 05.10.21.000 PM,,,51318236.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,29-APR-26 09.06.22.000 PM,600134371,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,04-MAY-26 03.48.08.000 PM,,,,,,54232712.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318235.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
103,1010137656,100172980.0,,,TSRDD26288323,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,71.0,2026-05-05,7:42 PM,16.0,CREATED,,FG,Released,,WIP,$$$$$$$$$$$$$$$,29-APR-26 01.30.48.000 PM,,,51318242.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,29-APR-26 09.24.14.000 PM,600134374,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,04-MAY-26 04.08.12.000 PM,,,,,,54232719.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318249.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
104,1200310359,100172981.0,,,TDRDD26288374,V400992231N4F7203,2832CM 6X4 4275E6.1 DYC 16SCHD MTHDPRGYW,2832CM,HWC,Domestic,PBS,,,72.0,2026-05-05,7:52 PM,17.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 11.49.12.000 PM,,,51317695.0,E92695601490001,Engine 320HP BS6 SAE -1,STARTED,29-APR-26 09.40.44.000 PM,600134065,T40072300230001,G131 5032T SAE1 180 Sliding PTO DANA RSI,BOOKED,04-MAY-26 04.31.43.000 PM,,,,,,54232630.0,C40087910013001C00,THUNDERBOLT-DAY,51318071.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
105,1010137658,100172982.0,,,TSRDD26288376,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,73.0,2026-05-05,8:02 PM,18.0,CREATED,,FG,Released,,WIP,$$$$$$$$$$$$$$$,30-APR-26 08.00.17.000 AM,,,51318238.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,STARTED,29-APR-26 10.32.54.000 PM,600134372,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232705.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318221.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
106,1200310518,100172983.0,,,TDRDD26288381,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,PBS,,,74.0,2026-05-05,8:12 PM,19.0,CREATED,,FG,Main Line,,WIP,$$$$$$$$$$$$$$$,30-APR-26 08.52.35.000 AM,,,51318080.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,29-APR-26 10.49.00.000 PM,600134293,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 02.41.05.000 PM,,,,,,54232612.0,C40087910013001C00,THUNDERBOLT-DAY,51318035.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
107,1010137657,100172984.0,,,TSRDD26288382,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,75.0,2026-05-05,8:22 PM,20.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,30-APR-26 09.02.32.000 AM,,,51318240.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,29-APR-26 11.03.03.000 PM,600134373,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232702.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318215.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
108,1010136921,100172985.0,,,TMRDD26288355,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,PaintZone-2,,,76.0,2026-05-05,9:02 PM,21.0,RECEIVED,,Rapid Prime,Released,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 06.29.00.000 PM,,,,,,,,600133743,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,CLOSED,04-MAY-26 03.11.43.000 PM,,,,,,54232065.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51317115.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
109,1010137660,100172986.0,,,TSRDD26288397,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,77.0,2026-05-05,9:12 PM,22.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,30-APR-26 10.56.39.000 AM,,,51318234.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,29-APR-26 11.22.23.000 PM,600134370,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232700.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318211.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
110,1200310519,100172987.0,,,TDRDD26288367,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,PBS,,,78.0,2026-05-05,9:22 PM,23.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 10.16.54.000 PM,,,51318078.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,29-APR-26 11.31.20.000 PM,600134292,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 02.47.57.000 PM,,,,,,54232281.0,C40087910013001C00,THUNDERBOLT-DAY,51317482.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
111,1200310416,100172988.0,,,TDRDD26288367,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,PBS,,,79.0,2026-05-05,9:32 PM,24.0,CREATED,,FG,FG,,WIP,$$$$$$$$$$$$$$$,29-APR-26 10.16.54.000 PM,,,51317869.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,BOOKED,29-APR-26 11.51.51.000 PM,600134157,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,CREATED,,,,,,,,,,,,,1010137379.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,BOOKED,30-APR-26 09.57.21.929 AM,,,,
112,1010137499,100172989.0,,,TSRDD26288385,V400816220T230102,2826R 6X2 6375E6.1 SLC CHS RT HDP HCG AW,2826R,LWC,Domestic,PBS,,,80.0,2026-05-05,9:42 PM,25.0,CREATED,,Rapid Prime,Created,,COVERED,$$$$$$$$$$$$$$$,30-APR-26 09.33.58.000 AM,,,,,,,,600134530,T40071800150001,G85 SAE2 NGR SP CUMMINS IMP BRG NPTO,CREATED,,,,,,,54232701.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318213.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
113,1010137661,100172990.0,,,TSRDD26288371,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,81.0,2026-05-05,9:52 PM,26.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 11.11.28.000 PM,,,51318232.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,29-APR-26 11.55.27.000 PM,600134369,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232832.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318471.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
114,1010137662,100172991.0,,,TSRDD26288407,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PBS,,,82.0,2026-05-05,10:02 PM,27.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,30-APR-26 12.36.54.000 AM,,,51318230.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,30-APR-26 12.39.44.000 AM,600134368,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232830.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318468.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
115,1200310302,100172992.0,,,TDRDD26288387,V400992231N4F7203,2832CM 6X4 4275E6.1 DYC 16SCHD MTHDPRGYW,2832CM,HWC,Domestic,PBS,,,83.0,2026-05-05,10:12 PM,28.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,30-APR-26 09.52.53.000 AM,,,51317483.0,E92695601490001,Engine 320HP BS6 SAE -1,BOOKED,30-APR-26 12.44.13.000 AM,600133957,T40072300230001,G131 5032T SAE1 180 Sliding PTO DANA RSI,RELEASED,,,,,,,54232629.0,C40087910013001C00,THUNDERBOLT-DAY,51318069.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
116,1010137663,100172993.0,,,TSRDD26288370,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PaintZone-2,,,84.0,2026-05-05,10:22 PM,29.0,RECEIVED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 11.02.47.000 PM,,,51318228.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,30-APR-26 12.54.56.000 AM,600134367,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54232707.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318225.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
117,1200310520,100172994.0,,,TDRDD26288406,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,PBS,,,85.0,2026-05-05,10:32 PM,30.0,CREATED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,30-APR-26 12.30.37.000 AM,,,51318076.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,30-APR-26 01.06.06.000 AM,600134291,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,04-MAY-26 03.19.13.000 PM,,,,,,54232628.0,C40087910013001C00,THUNDERBOLT-DAY,51318067.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
118,1010137664,100172995.0,,,TSRDD26288305,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,PaintZone-2,,,86.0,2026-05-05,10:42 PM,31.0,RECEIVED,,FG,Released,,Part Shortage,$$$$$$$$$$$$$$$,29-APR-26 08.05.54.000 AM,,,51318226.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,BOOKED,30-APR-26 01.13.59.000 AM,600134366,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,RELEASED,,,,,,,54233316.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51319299.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
