S.No,Order Number,DSN,Serial Number,VIN,CIW Serial No,Variant,Description,Model,Work Content,Region,Status,Skip/hold reason,Outlook,Line in sequence,Production Date,Line in time,Release sequence,Vehicle Order State,Hold Status,Engine status,Transmission status,A4003220479,Frame status,Country,CIW Start Time,Vehicle Start Time,Frame Load Time,Engine Order No,Engine Part No,Engine Description,Engine Order State,Engine Start Time,Transmission Order No,Transmission Part No,Transmission Description,Transmission Order State,Transmission Start Time,Frame Order No,Frame Part No,Frame Description,Frame Order State,Frame Start Time,CIW Order,CIW Part,CIW Desc,Paint Order,Paint Part,Paint Desc,Podest Order,Podest Part,Podest Desc,Podest State,Podest Start Time,BB Order Number,BB Part Number,SFC Order Number,SFC Part Number
929,1200310907,,,,,V400854231O0F5103,3528C 8X4 5175 E6.1 DYC 23BXHDRGRTHDP YW,3528C,HWC,Domestic,TENTATIVE ORDER,,,53.0,2026-05-15,4:34 PM,99.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319781.0,E92695601380001,Engine 210KW OBD2 BS6 SAE-1,RECEIVED,,600135175,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233622.0,C40087910013001C00,THUNDERBOLT-DAY,51319780.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
930,1200310986,,,,,V400841231W0F9103,2826C 6X4 4275 E6.1DYC 16BXHY RGRT HDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,54.0,2026-05-15,4:45 PM,100.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320478.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135563,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233921.0,C40087910013001C00,THUNDERBOLT-DAY,51320477.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
931,1200310872,,,,,V400841231W0F9103,2826C 6X4 4275 E6.1DYC 16BXHY RGRT HDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,55.0,2026-05-15,4:55 PM,101.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319851.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135210,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233657.0,C40087910013001C00,THUNDERBOLT-DAY,51319850.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
932,1200310821,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,56.0,2026-05-15,5:05 PM,1.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319306.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194987,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233319.0,C40087910013001C00,THUNDERBOLT-DAY,51319305.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
933,1200310822,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,57.0,2026-05-15,5:15 PM,2.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319304.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194986,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233318.0,C40087910013001C00,THUNDERBOLT-DAY,51319303.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
934,1200310823,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,58.0,2026-05-15,5:25 PM,3.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319302.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194985,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233317.0,C40087910013001C00,THUNDERBOLT-DAY,51319301.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
935,1200310869,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,59.0,2026-05-15,5:35 PM,4.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319528.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194988,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233472.0,C40087910013001C00,THUNDERBOLT-DAY,51319527.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
936,1200310868,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,60.0,2026-05-15,5:45 PM,5.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319530.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194989,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233473.0,C40087910013001C00,THUNDERBOLT-DAY,51319529.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
937,1200310917,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,61.0,2026-05-15,5:55 PM,6.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319747.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001195010,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233575.0,C40087910013001C00,THUNDERBOLT-DAY,51319746.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
938,1200311111,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,62.0,2026-05-15,6:05 PM,7.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320208.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194998,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233156.0,C40087910013001C00,THUNDERBOLT-DAY,51320207.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
939,1200311110,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,63.0,2026-05-15,6:15 PM,8.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320210.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194999,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233157.0,C40087910013001C00,THUNDERBOLT-DAY,51320209.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
940,1200311113,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,64.0,2026-05-15,6:25 PM,9.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320204.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194996,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233154.0,C40087910013001C00,THUNDERBOLT-DAY,51320203.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
941,1200311112,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,65.0,2026-05-15,6:42 PM,10.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320206.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194997,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233155.0,C40087910013001C00,THUNDERBOLT-DAY,51320205.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
942,1200311115,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,66.0,2026-05-15,6:52 PM,11.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320200.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194994,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233152.0,C40087910013001C00,THUNDERBOLT-DAY,51320199.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
943,1200311114,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,67.0,2026-05-15,7:02 PM,12.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320202.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194995,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233153.0,C40087910013001C00,THUNDERBOLT-DAY,51320201.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
944,1200311116,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,68.0,2026-05-15,7:12 PM,13.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51320198.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001194993,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233151.0,C40087910013001C00,THUNDERBOLT-DAY,51320197.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
945,1010138543,,,,,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,TENTATIVE ORDER,,,69.0,2026-05-15,7:22 PM,14.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135674,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54234061.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51320684.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
946,1010138542,,,,,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,TENTATIVE ORDER,,,70.0,2026-05-15,7:32 PM,15.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135675,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54234062.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51320685.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
947,1010138506,,,,,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,TENTATIVE ORDER,,,71.0,2026-05-15,7:42 PM,16.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135602,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233747.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51321034.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
948,1010138507,,,,,V400909223U530102,4832R10X2 6575 E6.1MCBCHS RT HDP RHCG AW,4832R,HWC,Domestic,TENTATIVE ORDER,,,72.0,2026-05-15,7:52 PM,17.0,RECEIVED,,Rapid Prime,,,,$$$$$$$$$$$$$$$,,,,,,,,,600135601,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,RECEIVED,,,,,,,54233746.0,C40087920013001C00,THUNDERBOLT-MID-RHD,51321033.0,C40087920013001P02,THUNDERBOLT-MID(ARTIC WHITE) ,,,,,,,,,
949,1200311192,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,73.0,2026-05-15,8:02 PM,18.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319957.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135271,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233717.0,C40087910013001C00,THUNDERBOLT-DAY,51319956.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
950,1200311174,,,,,V400842231O0FK103,2828C 6X4 4575E6.1DYC18BXHD RG RT HDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,74.0,2026-05-15,8:12 PM,19.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320553.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600135607,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233995.0,C40087910013001C00,THUNDERBOLT-DAY,51320552.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
951,1200311175,,,,,V400842231O0FK103,2828C 6X4 4575E6.1DYC18BXHD RG RT HDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,75.0,2026-05-15,8:22 PM,20.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320551.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600135606,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233994.0,C40087910013001C00,THUNDERBOLT-DAY,51320550.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
952,1200311182,,,,,V400854231N0FA103,3532C 8X4 5175 E6.1 DYC 23BXHY RGRTHDPYW,3532C,HWC,Domestic,TENTATIVE ORDER,,,76.0,2026-05-15,9:02 PM,21.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320537.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135279,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233987.0,C40087910013001C00,THUNDERBOLT-DAY,51320536.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
953,1200311183,,,,,V400854231N0FA103,3532C 8X4 5175 E6.1 DYC 23BXHY RGRTHDPYW,3532C,HWC,Domestic,TENTATIVE ORDER,,,77.0,2026-05-15,9:12 PM,22.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320535.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135278,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233986.0,C40087910013001C00,THUNDERBOLT-DAY,51320534.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
954,1200311184,,,,,V400854231O0F5103,3528C 8X4 5175 E6.1 DYC 23BXHDRGRTHDP YW,3528C,HWC,Domestic,TENTATIVE ORDER,,,78.0,2026-05-15,9:22 PM,23.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320533.0,E92695601380001,Engine 210KW OBD2 BS6 SAE-1,RECEIVED,,600135277,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233985.0,C40087910013001C00,THUNDERBOLT-DAY,51320532.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
955,1200311180,,,,,V400854231N0FA103,3532C 8X4 5175 E6.1 DYC 23BXHY RGRTHDPYW,3532C,HWC,Domestic,TENTATIVE ORDER,,,79.0,2026-05-15,9:32 PM,24.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320541.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135281,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233989.0,C40087910013001C00,THUNDERBOLT-DAY,51320540.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
956,1200311178,,,,,V400842231O0WK103,2828C6X44575E6.1G13HDDYC18BXHDRGRTHDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,80.0,2026-05-15,9:42 PM,25.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320545.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600135283,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233991.0,C40087910013001C00,THUNDERBOLT-DAY,51320544.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
957,1200311181,,,,,V400854231N0FA103,3532C 8X4 5175 E6.1 DYC 23BXHY RGRTHDPYW,3532C,HWC,Domestic,TENTATIVE ORDER,,,81.0,2026-05-15,9:52 PM,26.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320539.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135280,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233988.0,C40087910013001C00,THUNDERBOLT-DAY,51320538.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
958,1200311173,,,,,V400842231O0FK103,2828C 6X4 4575E6.1DYC18BXHD RG RT HDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,82.0,2026-05-15,10:02 PM,27.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320555.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600135608,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233996.0,C40087910013001C00,THUNDERBOLT-DAY,51320554.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
959,1200311186,,,,,V400831231W201103,1926CG131 4X2 3600E6.1DYC10.5BXHDRTHDPYW,1926C,LWC,Domestic,TENTATIVE ORDER,,,83.0,2026-05-15,10:12 PM,28.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319969.0,E92695601260001,Engine 191KW OBD2 BS6 SAE-2,RECEIVED,,600135275,T40072000750001,G131 2523C SAE2 Sliding PTO 150 FLG RSI,RECEIVED,,,,,,,54233983.0,C40087910013001C00,THUNDERBOLT-DAY,51319968.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
960,1200311177,,,,,V400842231O0WK103,2828C6X44575E6.1G13HDDYC18BXHDRGRTHDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,84.0,2026-05-15,10:22 PM,29.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320547.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600135284,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233992.0,C40087910013001C00,THUNDERBOLT-DAY,51320546.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
961,1200311190,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,85.0,2026-05-15,10:32 PM,30.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319961.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001195012,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233719.0,C40087910013001C00,THUNDERBOLT-DAY,51319960.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
962,1200311187,,,,,V400831231V2F1103,1926C4X2 3600E6.1DYC 10.5BXHDRG RTHDP YW,1926C,LWC,Domestic,TENTATIVE ORDER,,,86.0,2026-05-15,10:42 PM,31.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51319967.0,E92695601260001,Engine 191KW OBD2 BS6 SAE-2,RECEIVED,,600135274,T40071800120001,G85 1926C SAE2 NGR S Peened Sliding PTO,RECEIVED,,,,,,,54233982.0,C40087910013001C00,THUNDERBOLT-DAY,51319966.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
963,1200311176,,,,,V400842231O0WK103,2828C6X44575E6.1G13HDDYC18BXHDRGRTHDP YW,2828C,LWC,Domestic,TENTATIVE ORDER,,,87.0,2026-05-15,10:52 PM,32.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320549.0,E92695601010001,Engine 210KW OBD2 BS6 SAE-1 Rane,RECEIVED,,600135605,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54233993.0,C40087910013001C00,THUNDERBOLT-DAY,51320548.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
964,1200311191,,,,,V400954231N4VH203,3532CM8X45175E6.1DYC19.5SCHYAMTRGMTHDPYW,3532CM,HWC,Domestic,TENTATIVE ORDER,,,88.0,2026-05-15,11:02 PM,33.0,RECEIVED,,,,⚠️ SHORTAGE,,$$$$$$$$$$$$$$$,,,,51319959.0,E92695601520001,Engine 320HP BS6 SAE 1 AMT,RECEIVED,,80001195011,T40072900010001,AMTCC 12 GEAR G211 SAE1 - PTO,RECEIVED,,,,,,,54233718.0,C40087910013001C00,THUNDERBOLT-DAY,51319958.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
965,1200311168,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,89.0,2026-05-15,11:12 PM,34.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320565.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135613,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54234001.0,C40087910013001C00,THUNDERBOLT-DAY,51320564.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
966,1200311169,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,90.0,2026-05-15,11:22 PM,35.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320563.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135612,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54234000.0,C40087910013001C00,THUNDERBOLT-DAY,51320562.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
967,1200311159,,,,,V400854231N0F5103,3532C 8X4 5175 E6.1DYC23BXHD RG RTHDP YW,3532C,HWC,Domestic,TENTATIVE ORDER,,,91.0,2026-05-15,11:32 PM,36.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320583.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135622,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54234010.0,C40087910013001C00,THUNDERBOLT-DAY,51320582.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
968,1200311166,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,92.0,2026-05-15,11:42 PM,37.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320569.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135615,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54234003.0,C40087910013001C00,THUNDERBOLT-DAY,51320568.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
969,1200311160,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,93.0,2026-05-15,11:52 PM,38.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320581.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135621,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54234009.0,C40087910013001C00,THUNDERBOLT-DAY,51320580.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
970,1200311155,,,,,V400854231N0F5103,3532C 8X4 5175 E6.1DYC23BXHD RG RTHDP YW,3532C,HWC,Domestic,TENTATIVE ORDER,,,94.0,2026-05-15,12:09 AM,39.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320591.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135626,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54234014.0,C40087910013001C00,THUNDERBOLT-DAY,51320590.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
971,1200311170,,,,,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TENTATIVE ORDER,,,95.0,2026-05-15,12:19 AM,40.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320561.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,RECEIVED,,600135611,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,RECEIVED,,,,,,,54233999.0,C40087910013001C00,THUNDERBOLT-DAY,51320560.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
972,1200311156,,,,,V400854231N0F5103,3532C 8X4 5175 E6.1DYC23BXHD RG RTHDP YW,3532C,HWC,Domestic,TENTATIVE ORDER,,,96.0,2026-05-15,12:29 AM,41.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320589.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135625,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54234013.0,C40087910013001C00,THUNDERBOLT-DAY,51320588.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
973,1200311154,,,,,V400854231N0F5103,3532C 8X4 5175 E6.1DYC23BXHD RG RTHDP YW,3532C,HWC,Domestic,TENTATIVE ORDER,,,97.0,2026-05-15,12:39 AM,42.0,RECEIVED,,,,,,$$$$$$$$$$$$$$$,,,,51320593.0,E92695601510001,Engine 320HP BS6 SAE -1,RECEIVED,,600135627,T40072800010001,G131 HD 3532C SAE1 SPTO RSI 180 Flange,RECEIVED,,,,,,,54234015.0,C40087910013001C00,THUNDERBOLT-DAY,51320592.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
