S.No,Order Number,DSN,Serial Number,VIN,CIW Serial No,Variant,Description,Model,Work Content,Region,Status,Skip/hold reason,Outlook,Line in sequence,Production Date,Line in time,Release sequence,Vehicle Order State,Hold Status,Engine status,Transmission status,A4003220479,Axle status,Frame status,Country,CIW Start Time,Vehicle Start Time,Frame Load Time,Engine Order No,Engine Part No,Engine Description,Engine Order State,Engine Start Time,Transmission Order No,Transmission Part No,Transmission Description,Transmission Order State,Transmission Start Time,Frame Order No,Frame Part No,Frame Description,Frame Order State,Frame Start Time,CIW Order,CIW Part,CIW Desc,Paint Order,Paint Part,Paint Desc,Podest Order,Podest Part,Podest Desc,Podest State,Podest Start Time,BB Order Number,BB Part Number,SFC Order Number,SFC Part Number
11,1200310331,100172760.0,MEC841KBXX0177920,MEC841KBDTP201696,TDRDD26288087,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,27-APR-26 07.04.30.000 AM,29-APR-26 05.53.03.000 PM,29-APR-26 10.11.18.000 PM,51317425.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,25-APR-26 06.28.30.000 PM,600133928,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,29-APR-26 01.32.57.000 PM,,,,,,54232403.0,C40087910013001C00,THUNDERBOLT-DAY,51317676.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
12,1010137591,100172761.0,MEC862HCXX0177921,MEC862HCDTP201697,TSRDD26288088,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,27-APR-26 07.12.59.000 AM,29-APR-26 06.08.17.000 PM,29-APR-26 10.22.57.000 PM,51318372.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,25-APR-26 06.36.25.000 PM,600134439,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,29-APR-26 03.11.36.000 PM,,,,,,54231999.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317001.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
13,1010137592,100172763.0,MEC862HCXX0177923,MEC862HCDTP201699,TSRDD26288073,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 08.44.04.000 PM,29-APR-26 06.31.46.000 PM,29-APR-26 10.33.19.000 PM,51318370.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,25-APR-26 06.49.25.000 PM,600134438,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,29-APR-26 03.22.08.000 PM,,,,,,54232779.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318369.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
14,1200310332,100172764.0,MEC841KBXX0177924,MEC841KBDTP201700,TDRDD26288053,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 04.06.07.000 PM,29-APR-26 06.47.42.000 PM,29-APR-26 10.43.38.000 PM,51317423.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,25-APR-26 07.00.43.000 PM,600133927,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,29-APR-26 03.27.01.000 PM,,,,,,54232256.0,C40087910013001C00,THUNDERBOLT-DAY,51317432.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
15,1010137593,100172765.0,MEC862HCXX0177925,MEC862HCDTP201701,TSRDD26288052,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 04.00.18.000 PM,29-APR-26 07.01.36.000 PM,29-APR-26 10.53.33.000 PM,51318368.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,25-APR-26 07.18.40.000 PM,600134437,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,29-APR-26 03.39.58.000 PM,,,,,,54232786.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318383.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
16,1010137322,100172766.0,MEC897MCXX0177926,MEC897MCDTP201702,TSRDD26288076,V400897220U500302,4232R 10X2 6575 E6.1 SLC CHS TTAP HDP AW,4232R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 09.20.15.000 PM,29-APR-26 07.10.07.000 PM,29-APR-26 11.01.45.000 PM,,,,,,600134113,T40072000640001,G131 4228RMC SAE2 Cummins 180 flange,CLOSED,29-APR-26 03.46.00.000 PM,,,,,,54232778.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318367.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
17,1200310333,100172767.0,MEC841KBXX0177927,MEC841KBDTP201703,TDRDD26288084,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 11.48.58.000 PM,29-APR-26 07.38.18.000 PM,29-APR-26 11.17.12.000 PM,51317421.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,25-APR-26 07.35.28.000 PM,600133926,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,29-APR-26 03.52.28.000 PM,,,,,,54232422.0,C40087910013001C00,THUNDERBOLT-DAY,51317714.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
18,1010137594,100172768.0,MEC862HCXX0177928,MEC862HCDTP201704,TSRDD26288081,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 11.02.34.000 PM,29-APR-26 07.45.42.000 PM,29-APR-26 11.26.26.000 PM,51318366.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,25-APR-26 07.46.11.000 PM,600134436,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,29-APR-26 04.01.05.000 PM,,,,,,54232001.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317003.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
19,1010137480,100172737.0,MEC842FBXX0177897,MEC842FBDTP201670,TDRDD26288037,V400842221O140102,2828C 6X4 4575 E6.1 DYC CHS RT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Consumed,Consumed,,,,$$$$$$$$$$$$$$$,25-APR-26 01.56.20.000 PM,29-APR-26 01.02.20.000 PM,29-APR-26 11.38.37.000 PM,51319533.0,E92695600960001,Engine 210KW OBD2 BS6 SAE1 RMC PTO,CLOSED,25-APR-26 12.57.31.000 PM,600134563,T40072300040001,G131 4928T  SAE1 Non RSI 180 Flange,CLOSED,29-APR-26 10.48.48.000 AM,,,,,,54232308.0,C40087910013001C00,THUNDERBOLT-DAY,51317536.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
20,1010137025,100172769.0,MEC905MCXX0177929,MEC905MCDTP201705,TSRDD26288086,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,Dressing,,,,$$$$$$$$$$$$$$$,26-APR-26 12.14.41.000 AM,29-APR-26 07.54.07.000 PM,29-APR-26 11.46.40.000 PM,,,,,,600133679,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,BOOKED,29-APR-26 04.15.24.000 PM,,,,,,54232462.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317786.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
21,1010137331,100172770.0,MEC862FCXX0177930,MEC862FCDTP201706,TSRDD26288079,V400862220Z500102,5528TS HT 4x2 3600 E6.1 SLC CHS RT HDPAW,5528TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,,,$$$$$$$$$$$$$$$,25-APR-26 10.36.59.000 PM,29-APR-26 08.03.56.000 PM,29-APR-26 11.57.36.000 PM,51317772.0,E92695601430001,Engine 210KW OBD2 BS6 SAE-1 TT,CLOSED,25-APR-26 07.54.28.000 PM,600134104,T40072300210001,G131 3528C SAE1 NPTO 180 FLANGE RSI,BOOKED,29-APR-26 04.21.00.000 PM,,,,,,54232777.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318365.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
22,1200310334,100172771.0,MEC841KBXX0177931,MEC841KBDTP201707,TDRDD26288099,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,,,$$$$$$$$$$$$$$$,27-APR-26 08.32.15.000 AM,29-APR-26 08.23.49.000 PM,30-APR-26 12.08.40.000 AM,51317419.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,25-APR-26 08.30.39.000 PM,600133925,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,29-APR-26 04.29.51.000 PM,,,,,,54232400.0,C40087910013001C00,THUNDERBOLT-DAY,51317670.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
23,1010137260,100172762.0,MEC841FBXX0177922,MEC841FBDTP201698,TDRDD26288072,V400841221O140002,2828C 6X4 4275 E6.1 DYC CHS NT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,,,$$$$$$$$$$$$$$$,25-APR-26 08.30.25.000 PM,29-APR-26 06.22.23.000 PM,30-APR-26 12.10.34.000 AM,51317535.0,E92695601670001,ENGINE 210KW OBD2 BS6 SAE 2 RMC PTO Rane,BOOKED,25-APR-26 06.44.30.000 PM,600133983,T40072000680001,G131 4228RMC SAE2 180 flange,BOOKED,29-APR-26 03.18.54.000 PM,,,,,,54232307.0,C40087910013001C00,THUNDERBOLT-DAY,51317534.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
24,1010137481,100172753.0,MEC842FBXX0177914,MEC842FBDTP201690,TDRDD26288015,V400842221O140102,2828C 6X4 4575 E6.1 DYC CHS RT HD RMC AW,2828C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Dressing,Dressing,,,,$$$$$$$$$$$$$$$,25-APR-26 10.56.44.000 AM,29-APR-26 04.58.04.000 PM,30-APR-26 12.25.51.000 AM,51319531.0,E92695600960001,Engine 210KW OBD2 BS6 SAE1 RMC PTO,CLOSED,25-APR-26 05.19.34.000 PM,600134562,T40072300040001,G131 4928T  SAE1 Non RSI 180 Flange,BOOKED,29-APR-26 01.12.18.000 PM,,,,,,54231957.0,C40087910013001C00,THUNDERBOLT-DAY,51316926.0,C40087910013001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
25,1010136799,100171560.0,MEC804HRXX0177905,MEC804HR8VP201679,TDLDD26286666,L400804121UB103A2,1832R LH 4X2 5100 E6 DYC CHS TT AC AW,1832R,LWC,Export,FRAME LOADED,,,,,,,STARTED,Order is in Download Queue,Trigger Hold,FG,,,,Mexico,06-APR-26 01.36.12.000 PM,29-APR-26 02.37.51.000 PM,30-APR-26 12.46.17.000 AM,51315498.0,E92695601590001,Engine 320HP BS6 SAE 1 LHD CS,BOOKED,02-APR-26 10.46.29.000 PM,600132799,T40072300380001,G131 SAE1 LHD 320HP NPTO DANA CF180,BOOKED,07-APR-26 05.15.02.000 PM,,,,,,54231195.0,C40087910121001C00,THUNDERBOLT-DAY-LHD,51315497.0,C40087910121001P02,THUNDERBOLT-DAY (ARTIC WHITE),,,,,,,,,
26,1200310406,100172748.0,MEC368EEXX0177909,MEC368EEDTP201685,TDRDD26288063,V83136821P5321000,1924 CHS 6850 BS6.1 TR295 80M AS RET,1924 ,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Retrieval Trigger Received,FG,,,,$$$$$$$$$$$$$$$,25-APR-26 06.21.45.000 PM,29-APR-26 04.06.12.000 PM,30-APR-26 12.58.14.000 AM,51317879.0,E40095800060001,Engine1623R180KW OBD2 SAE-2 BS6 Bus 2ALT,BOOKED,25-APR-26 04.08.08.000 PM,600134167,T40072400010001,G85 1624R BUS SAE2 IGR IMP Brg 3 pin N S,CLOSED,28-APR-26 03.29.05.000 PM,,,,,,,,,,,,1010137389.0,C83184200510001,DRIVER PLATFORM OF 16T BUS 5950WB OF RF,BOOKED,27-APR-26 02.59.09.536 PM,,,,
27,1200310349,100172773.0,MEC841KBXX0177932,MEC841KBDTP201708,TDRDD26288093,V400841231W0F9103,2826C 6X4 4275 E6.1DYC 16BXHY RGRT HDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Retrieval Trigger Received,FG,,,,$$$$$$$$$$$$$$$,27-APR-26 07.49.35.000 AM,29-APR-26 08.36.50.000 PM,30-APR-26 01.09.38.000 AM,51317715.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,25-APR-26 08.49.04.000 PM,600134075,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,CLOSED,29-APR-26 05.04.00.000 PM,,,,,,54232402.0,C40087910013001C00,THUNDERBOLT-DAY,51317674.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
28,1010137320,100172774.0,MEC897MCXX0177933,MEC897MCDTP201709,TSRDD26288071,V400897220U500102,4232R 10X2 6575 E6.1SLC CHS RT HDP AW,4232R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,FG,,,,$$$$$$$$$$$$$$$,25-APR-26 08.16.06.000 PM,29-APR-26 08.48.36.000 PM,30-APR-26 01.16.16.000 AM,,,,,,600134115,T40072000640001,G131 4228RMC SAE2 Cummins 180 flange,BOOKED,29-APR-26 05.11.10.000 PM,,,,,,54232780.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318371.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
29,1200310368,100172775.0,MEC841KBXX0177934,MEC841KBDTP201710,TDRDD26288095,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,FG,Test Completed Buffer,,,,$$$$$$$$$$$$$$$,27-APR-26 08.02.58.000 AM,29-APR-26 08.59.26.000 PM,30-APR-26 01.38.19.000 AM,51317677.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,CLOSED,25-APR-26 08.54.45.000 PM,600134056,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,BOOKED,29-APR-26 05.17.22.000 PM,,,,,,54232401.0,C40087910013001C00,THUNDERBOLT-DAY,51317672.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
30,1010137027,100172776.0,MEC905MCXX0177935,MEC905MCDTP201711,TSRDD26288092,V400905220U5T0102,4832R 10X26975E6.1SLCCHSRTHDPHCG28FTBLAW,4832R,HWC,Domestic,FRAME LOADED,,,,,,,STARTED,,Rapid Prime,FG,,,,$$$$$$$$$$$$$$$,27-APR-26 07.44.24.000 AM,29-APR-26 09.48.15.000 PM,30-APR-26 01.51.24.000 AM,,,,,,600133677,T40072300110001,G131 3528C SAE1 Cummins NPTO 180 Flg,BOOKED,29-APR-26 05.22.19.000 PM,,,,,,54232775.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318361.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
31,1010137595,100172777.0,MEC862HCXX0177936,MEC862HCDTP201712,TSRDD26288102,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,FG,FG,,,,$$$$$$$$$$$$$$$,27-APR-26 08.53.56.000 AM,29-APR-26 09.59.12.000 PM,30-APR-26 01.59.08.000 AM,51318364.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,STARTED,25-APR-26 09.17.12.000 PM,600134435,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,CLOSED,29-APR-26 05.31.17.000 PM,,,,,,54231998.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51317000.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
32,1010137596,100172778.0,MEC862HCXX0177937,MEC862HCDTP201716,TSRDD26288107,V400862220X000102,5532TS HT 4X2 3600 E6.1 SLC CHS RT HDPAW,5532TS,LWC,Domestic,FRAME LOADED,,,,,,,STARTED,,FG,Oil Filling-Buffer,,,,$$$$$$$$$$$$$$$,27-APR-26 09.27.28.000 AM,29-APR-26 10.15.00.000 PM,30-APR-26 02.10.36.000 AM,51318362.0,E92695601040001,Engine 320HP BS6 SAE-1 TT,CLOSED,25-APR-26 09.24.10.000 PM,600134434,T40072300220001,G131 5432T SAE1 180 Flange DANA RSI,BOOKED,29-APR-26 05.37.59.000 PM,,,,,,54232770.0,C40087900013001C00,THUNDERBOLT-SLEEPER,51318351.0,C40087900013001P02,THUNDERBOLT-SLEEPER (ARTIC WHITE),,,,,,,,,
33,1200310369,100172779.0,MEC841KBXX0177938,MEC841KBDTP201717,TDRDD26288109,V400841231W0F2103,2826C 6X4 4275 E6.1 DYC 16BXHD RGRTHDPYW,2826C,LWC,Domestic,TRIM LINE,,,1.0,2026-04-30,7:10 AM,,STARTED,,FG,Rollout Buffer,,AVAILABLE,COVERED,$$$$$$$$$$$$$$$,27-APR-26 09.41.41.000 AM,29-APR-26 10.23.42.000 PM,,51317675.0,E92695601330001,Engine 191KW OBD2 BS6 SAE-1,BOOKED,25-APR-26 09.40.07.000 PM,600134055,T40072300200001,G131 3128C SAE1 180 Sliding PTO RSI,BOOKED,29-APR-26 05.42.04.000 PM,,,,,,54232420.0,C40087910013001C00,THUNDERBOLT-DAY,51317710.0,C40087910013001P03,Thunderbolt-DAY (YELLOW),,,,,,,,,
